#CHR	START	END	SAMPLE	RD	#SNPS	COV	ALPHA	BETA	BAF	CLUSTER	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3	cn_clone4	u_clone4
chr1	6400000	6450000	A12-A	2.00828	57	46	1175	1471	0.444067	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6400000	6450000	A12-C	2.31339	57	49	1254	1562	0.445312	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6400000	6450000	A12-D	2.08858	57	43	1076	1393	0.435804	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6450000	6500000	A12-A	2.05712	67	43	1278	1637	0.438422	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6450000	6500000	A12-C	2.34967	67	46	1364	1767	0.435644	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6450000	6500000	A12-D	2.11656	67	45	1331	1738	0.433692	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6500000	6550000	A12-A	2.31491	60	43	1124	1478	0.431975	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6500000	6550000	A12-C	2.69009	60	46	1207	1559	0.43637	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6500000	6550000	A12-D	2.29566	60	42	1115	1440	0.436399	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6550000	6600000	A12-A	2.02174	95	46	1959	2473	0.442013	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6550000	6600000	A12-C	2.42526	95	50	2181	2633	0.453054	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6550000	6600000	A12-D	2.06942	95	47	1975	2495	0.441834	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6600000	6650000	A12-A	1.9879	106	46	2152	2767	0.437487	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6600000	6650000	A12-C	2.27436	106	48	2246	2854	0.440392	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6600000	6650000	A12-D	2	106	46	2121	2799	0.431098	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6650000	6700000	A12-A	2.10961	37	47	754	996	0.430857	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6650000	6700000	A12-C	2.39508	37	46	777	961	0.447066	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6650000	6700000	A12-D	2.11333	37	44	699	950	0.423893	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6700000	6750000	A12-A	1.76266	35	49	779	950	0.450549	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6700000	6750000	A12-C	2.09013	35	53	826	1051	0.440064	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6700000	6750000	A12-D	1.8798	35	51	817	983	0.453889	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6750000	6800000	A12-A	1.81271	49	44	958	1240	0.435851	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6750000	6800000	A12-C	2.15962	49	48	1067	1333	0.444583	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6750000	6800000	A12-D	1.92879	49	46	1004	1270	0.441513	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6800000	6850000	A12-A	1.79528	70	46	1410	1846	0.433047	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6800000	6850000	A12-C	2.12063	70	51	1557	2044	0.43238	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6800000	6850000	A12-D	1.89631	70	48	1508	1883	0.444707	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6850000	6900000	A12-A	1.60014	13	53	311	380	0.450072	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6850000	6900000	A12-C	1.91763	13	60	350	441	0.442478	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6850000	6900000	A12-D	1.72459	13	53	314	384	0.449857	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6900000	6950000	A12-A	1.6747	13	52	306	371	0.451994	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6900000	6950000	A12-C	2.01017	13	55	325	393	0.452646	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6900000	6950000	A12-D	1.77991	13	52	309	375	0.451754	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	6950000	7000000	A12-A	1.82834	19	50	434	533	0.448811	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	6950000	7000000	A12-C	2.17405	19	56	473	599	0.441231	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	6950000	7000000	A12-D	1.91971	19	50	425	535	0.442708	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7000000	7050000	A12-A	1.89937	25	45	475	650	0.422222	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7000000	7050000	A12-C	2.29453	25	52	562	760	0.425113	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7000000	7050000	A12-D	1.98366	25	44	462	657	0.412869	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7050000	7100000	A12-A	1.76657	68	50	1514	1911	0.442044	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7050000	7100000	A12-C	2.10511	68	54	1619	2068	0.43911	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7050000	7100000	A12-D	1.85212	68	49	1495	1873	0.443884	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7100000	7150000	A12-A	1.89964	74	47	1552	1953	0.442796	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7100000	7150000	A12-C	2.244	74	53	1794	2201	0.449061	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7100000	7150000	A12-D	1.98177	74	48	1575	1985	0.442416	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7150000	7200000	A12-A	1.81345	47	47	980	1266	0.436331	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7150000	7200000	A12-C	2.16487	47	53	1096	1410	0.43735	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7150000	7200000	A12-D	1.90313	47	50	1038	1346	0.435403	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7200000	7250000	A12-A	1.7818	30	51	697	861	0.447368	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7200000	7250000	A12-C	2.09423	30	56	753	949	0.442421	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7200000	7250000	A12-D	1.85681	30	52	705	861	0.450192	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7250000	7300000	A12-A	1.77623	41	52	960	1177	0.449228	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7250000	7300000	A12-C	2.09611	41	54	988	1265	0.438526	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7250000	7300000	A12-D	1.85772	41	49	890	1127	0.441249	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7300000	7350000	A12-A	1.71451	89	50	1982	2540	0.438302	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7300000	7350000	A12-C	2.05188	89	58	2299	2894	0.442711	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7300000	7350000	A12-D	1.80093	89	50	1985	2553	0.437417	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7350000	7400000	A12-A	1.70497	41	52	963	1170	0.451477	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7350000	7400000	A12-C	2.05255	41	57	1083	1294	0.455616	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7350000	7400000	A12-D	1.80938	41	50	875	1179	0.425998	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7400000	7450000	A12-A	1.984	75	49	1644	2055	0.444444	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7400000	7450000	A12-C	2.32671	75	53	1820	2226	0.449827	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7400000	7450000	A12-D	2.03743	75	49	1632	2044	0.443961	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7450000	7500000	A12-A	1.84442	54	47	1126	1462	0.435085	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7450000	7500000	A12-C	2.21476	54	54	1304	1664	0.439353	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7450000	7500000	A12-D	1.96375	54	49	1159	1521	0.432463	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7500000	7550000	A12-A	2.13903	79	48	1641	2151	0.432753	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7500000	7550000	A12-C	2.49641	79	51	1780	2274	0.439073	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7500000	7550000	A12-D	2.17363	79	46	1671	2031	0.451378	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7550000	7600000	A12-A	2.09335	53	46	1048	1403	0.427581	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7550000	7600000	A12-C	2.43561	53	49	1147	1470	0.438288	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7550000	7600000	A12-D	2.09024	53	43	1015	1296	0.439204	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7600000	7650000	A12-A	2.05021	81	48	1703	2200	0.436331	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7600000	7650000	A12-C	2.38244	81	51	1841	2359	0.438333	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7600000	7650000	A12-D	2.11001	81	48	1715	2181	0.440195	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7650000	7700000	A12-A	1.92665	49	46	981	1304	0.429322	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7650000	7700000	A12-C	2.27642	48	52	1130	1399	0.446817	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7650000	7700000	A12-D	2.02072	49	47	1036	1278	0.44771	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7700000	7750000	A12-A	2.19915	64	46	1244	1706	0.421695	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7700000	7750000	A12-C	2.51871	64	49	1366	1778	0.434478	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7700000	7750000	A12-D	2.16232	64	43	1195	1564	0.433128	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7750000	7800000	A12-A	1.78688	55	47	1170	1468	0.443518	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7750000	7800000	A12-C	2.15971	55	53	1302	1617	0.446043	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7750000	7800000	A12-D	1.92295	55	50	1260	1543	0.449518	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7800000	7850000	A12-A	1.67929	47	55	1163	1425	0.449382	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7800000	7850000	A12-C	1.98875	47	60	1308	1537	0.459754	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7800000	7850000	A12-D	1.76301	47	53	1115	1419	0.440016	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7850000	7900000	A12-A	1.65696	66	54	1557	2018	0.435524	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7850000	7900000	A12-C	1.96511	66	61	1819	2264	0.445506	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7850000	7900000	A12-D	1.79648	66	55	1630	2055	0.442334	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7900000	7950000	A12-A	1.75388	46	47	986	1205	0.450023	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7900000	7950000	A12-C	2.10133	46	54	1097	1416	0.43653	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7900000	7950000	A12-D	1.84888	46	49	1007	1283	0.439738	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	7950000	8000000	A12-A	1.76054	87	51	1971	2507	0.440152	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	7950000	8000000	A12-C	2.0424	87	55	2172	2646	0.450809	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	7950000	8000000	A12-D	1.85396	87	51	1987	2484	0.44442	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8000000	8050000	A12-A	1.75106	45	47	952	1198	0.442791	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8000000	8050000	A12-C	2.04002	45	50	982	1301	0.430136	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8000000	8050000	A12-D	1.84908	45	46	927	1176	0.440799	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8050000	8100000	A12-A	1.67605	47	50	1031	1359	0.431381	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8050000	8100000	A12-C	1.99348	47	55	1166	1462	0.443683	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8050000	8100000	A12-D	1.78477	47	52	1093	1389	0.440371	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8100000	8150000	A12-A	1.66223	49	49	1034	1379	0.428512	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8100000	8150000	A12-C	1.96668	49	53	1173	1459	0.445669	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8100000	8150000	A12-D	1.73299	49	49	1091	1349	0.447131	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8150000	8200000	A12-A	1.71635	78	49	1706	2141	0.443462	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8150000	8200000	A12-C	1.9754	78	55	1945	2353	0.452536	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8150000	8200000	A12-D	1.79806	78	50	1683	2235	0.429556	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8200000	8250000	A12-A	1.77228	49	49	1062	1356	0.439206	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8200000	8250000	A12-C	2.06652	49	52	1133	1436	0.441028	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8200000	8250000	A12-D	1.84013	49	48	1037	1356	0.433347	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8250000	8300000	A12-A	1.87789	57	49	1223	1582	0.436007	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8250000	8300000	A12-C	2.23596	57	51	1309	1651	0.44223	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8250000	8300000	A12-D	2.00818	57	48	1192	1589	0.428623	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8300000	8350000	A12-A	1.80063	87	45	1733	2226	0.437737	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8300000	8350000	A12-C	2.11826	87	49	1862	2403	0.436577	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8300000	8350000	A12-D	1.89065	87	46	1774	2253	0.440526	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8350000	8400000	A12-A	1.88488	82	47	1712	2179	0.43999	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8350000	8400000	A12-C	2.20083	82	50	1831	2281	0.445282	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8350000	8400000	A12-D	1.95745	82	47	1688	2244	0.429298	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8400000	8450000	A12-A	1.97262	45	50	969	1309	0.425373	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8400000	8450000	A12-C	2.31725	45	52	1029	1355	0.431628	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8400000	8450000	A12-D	1.99639	45	46	885	1221	0.420228	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8450000	8500000	A12-A	1.68718	18	52	423	515	0.450959	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8450000	8500000	A12-C	2.00843	18	56	463	562	0.451707	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8450000	8500000	A12-D	1.77251	18	54	434	540	0.445585	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8500000	8550000	A12-A	1.66058	36	53	855	1074	0.443235	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8500000	8550000	A12-C	1.96172	36	58	942	1166	0.446869	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8500000	8550000	A12-D	1.78764	36	55	874	1133	0.435476	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8550000	8600000	A12-A	1.6068	37	50	820	1034	0.442287	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8550000	8600000	A12-C	1.94567	37	56	933	1160	0.445772	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8550000	8600000	A12-D	1.76409	37	50	829	1053	0.440489	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8600000	8650000	A12-A	1.63085	20	52	476	581	0.450331	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8600000	8650000	A12-C	1.94726	20	63	557	707	0.440665	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8600000	8650000	A12-D	1.72674	20	57	497	658	0.430303	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8650000	8700000	A12-A	1.63198	6	60	159	202	0.440443	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8650000	8700000	A12-C	1.96539	6	63	162	217	0.427441	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8650000	8700000	A12-D	1.75827	6	58	149	203	0.423295	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8700000	8750000	A12-A	1.61945	9	52	209	262	0.443737	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8700000	8750000	A12-C	1.92059	9	70	284	348	0.449367	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8700000	8750000	A12-D	1.72389	9	57	238	278	0.46124	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8750000	8800000	A12-A	1.61738	4	57	106	123	0.5	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8750000	8800000	A12-C	1.95787	4	67	121	150	0.446494	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8750000	8800000	A12-D	1.7374	4	58	106	128	0.5	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8800000	8850000	A12-A	1.61041	4	53	88	124	0.415094	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8800000	8850000	A12-C	1.92672	4	56	99	128	0.436123	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8800000	8850000	A12-D	1.74592	4	49	93	105	0.5	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8850000	8900000	A12-A	1.64147	17	52	415	485	0.461111	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8850000	8900000	A12-C	1.96521	17	56	425	543	0.43905	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8850000	8900000	A12-D	1.74818	17	51	406	468	0.464531	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8900000	8950000	A12-A	1.84565	18	46	357	473	0.43012	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8900000	8950000	A12-C	2.19006	18	48	377	504	0.427923	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8900000	8950000	A12-D	1.92102	18	42	346	418	0.45288	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	8950000	9000000	A12-A	1.88856	59	49	1280	1616	0.441989	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	8950000	9000000	A12-C	2.19521	59	51	1350	1705	0.441899	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	8950000	9000000	A12-D	1.96364	59	49	1299	1650	0.440488	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9000000	9050000	A12-A	1.8288	54	48	1142	1475	0.436378	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9000000	9050000	A12-C	2.1573	54	52	1271	1571	0.44722	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9000000	9050000	A12-D	1.88713	54	46	1101	1388	0.442346	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9050000	9100000	A12-A	1.93101	67	47	1434	1779	0.446312	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9050000	9100000	A12-C	2.27145	67	53	1581	1978	0.444226	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9050000	9100000	A12-D	1.98867	67	46	1373	1757	0.438658	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9100000	9150000	A12-A	1.82153	100	46	2053	2558	0.44524	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9100000	9150000	A12-C	2.14235	100	48	2183	2693	0.447703	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9100000	9150000	A12-D	1.92179	100	45	1967	2590	0.431644	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9150000	9200000	A12-A	1.90123	69	49	1499	1910	0.439718	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9150000	9200000	A12-C	2.25586	69	53	1623	2090	0.437113	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9150000	9200000	A12-D	1.93073	69	48	1471	1862	0.441344	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9200000	9250000	A12-A	1.92788	49	43	908	1226	0.425492	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9200000	9250000	A12-C	2.21707	49	45	945	1284	0.423957	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9200000	9250000	A12-D	1.98385	49	43	918	1199	0.433632	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9250000	9300000	A12-A	1.87099	101	46	2062	2683	0.434563	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9250000	9300000	A12-C	2.21388	101	51	2321	2924	0.442517	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9250000	9300000	A12-D	1.944	101	47	2069	2728	0.431311	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9300000	9350000	A12-A	2.00156	79	47	1596	2137	0.427538	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9300000	9350000	A12-C	2.35457	79	51	1773	2267	0.438861	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9300000	9350000	A12-D	2.06312	79	46	1592	2096	0.43167	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9350000	9400000	A12-A	2.03166	50	46	1023	1306	0.439244	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9350000	9400000	A12-C	2.4059	50	52	1152	1450	0.442736	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9350000	9400000	A12-D	2.07293	50	44	959	1285	0.427362	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9400000	9450000	A12-A	2.05361	83	45	1688	2104	0.445148	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
