#CHR	START	END	SAMPLE	RD	#SNPS	COV	ALPHA	BETA	BAF	CLUSTER	cn_normal	u_normal	cn_clone1	u_clone1
chr2	241250000	241500000	INV	1.00977	21	53	477	647	0.424377	8	1|1	0.62914	2|1	0.37086
chr2	241500000	241750000	DCIS	1.14589	25	37	380	565	0.402116	8	1|1	0.457942	2|1	0.542058
chr2	241500000	241750000	INV	0.913478	19	28	224	320	0.411765	8	1|1	0.62914	2|1	0.37086
chr2	241750000	242000000	DCIS	1.19146	13	41	211	334	0.387156	8	1|1	0.457942	2|1	0.542058
chr2	241750000	242000000	INV	0.895821	11	33	141	223	0.387363	8	1|1	0.62914	2|1	0.37086
chr2	242000000	242250000	DCIS	1.21176	43	51	904	1292	0.411658	8	1|1	0.457942	2|1	0.542058
chr2	242000000	242250000	INV	0.984084	29	36	455	600	0.43128	8	1|1	0.62914	2|1	0.37086
chr2	242250000	242500000	DCIS	1.2266	17	80	576	800	0.418605	8	1|1	0.457942	2|1	0.542058
chr2	242250000	242500000	INV	1.05494	11	65	297	418	0.415385	8	1|1	0.62914	2|1	0.37086
chr2	242500000	242750000	DCIS	1.3043	23	56	555	740	0.428571	8	1|1	0.457942	2|2	0.542058
chr2	242500000	242750000	INV	1.08317	18	27	216	281	0.434608	8	1|1	0.62914	2|2	0.37086
chr2	242750000	243000000	DCIS	1.25937	1	26	5	21	0.192308	8	1|1	0.457942	2|0	0.542058
chr2	242750000	243000000	INV	0.958585	1	9	3	6	0.333333	8	1|1	0.62914	2|0	0.37086
chr20	0	250000	DCIS	0.821645	21	78	756	891	0.459016	5	1|1	0.457942	1|1	0.542058
chr20	0	250000	INV	0.825465	16	79	579	687	0.457346	5	1|1	0.62914	1|1	0.37086
chr20	250000	500000	DCIS	1.08484	41	60	1091	1399	0.438153	5	1|1	0.457942	1|1	0.542058
chr20	250000	500000	INV	0.863593	32	44	629	787	0.444209	5	1|1	0.62914	1|1	0.37086
chr20	1000000	1250000	DCIS	0.842856	10	45	195	258	0.430464	5	1|1	0.457942	1|1	0.542058
chr20	1000000	1250000	INV	0.795632	6	43	114	144	0.44186	5	1|1	0.62914	1|1	0.37086
chr20	1250000	1500000	DCIS	0.88959	11	48	237	300	0.441341	5	1|1	0.457942	1|1	0.542058
chr20	1250000	1500000	INV	0.74381	7	45	136	184	0.425	5	1|1	0.62914	1|1	0.37086
chr20	1500000	1750000	DCIS	0.830989	30	48	611	829	0.424306	5	1|1	0.457942	1|1	0.542058
chr20	1500000	1750000	INV	0.755878	20	55	435	670	0.393665	5	1|1	0.62914	1|1	0.37086
chr20	1750000	2000000	DCIS	0.896358	17	45	284	496	0.364103	1	1|1	0.457942	2|0	0.542058
chr20	1750000	2000000	INV	0.780127	8	39	130	186	0.411392	1	1|1	0.62914	2|0	0.37086
chr20	2000000	2250000	DCIS	0.834351	1	34	12	22	0.352941	11	1|1	0.457942	2|0	0.542058
chr20	2000000	2250000	INV	0.76801	1	12	2	10	0.166667	11	1|1	0.62914	2|0	0.37086
chr20	2250000	2500000	DCIS	0.929551	7	39	119	154	0.435897	1	1|1	0.457942	2|0	0.542058
chr20	2250000	2500000	INV	0.804257	3	24	22	50	0.305556	1	1|1	0.62914	2|0	0.37086
chr20	2500000	2750000	DCIS	0.984825	28	65	794	1041	0.432698	5	1|1	0.457942	1|1	0.542058
chr20	2500000	2750000	INV	0.853917	21	57	515	696	0.425268	5	1|1	0.62914	1|1	0.37086
chr20	2750000	3000000	DCIS	0.99781	7	58	186	223	0.454768	5	1|1	0.457942	1|1	0.542058
chr20	2750000	3000000	INV	0.860906	6	21	50	80	0.384615	5	1|1	0.62914	1|1	0.37086
chr20	3000000	3250000	DCIS	1.05045	41	51	924	1171	0.44105	5	1|1	0.457942	1|1	0.542058
chr20	3000000	3250000	INV	0.900148	24	38	387	529	0.422489	5	1|1	0.62914	1|1	0.37086
chr20	3250000	3500000	DCIS	0.979464	25	62	635	918	0.408886	5	1|1	0.457942	1|1	0.542058
chr20	3250000	3500000	INV	0.921611	14	52	300	430	0.410959	5	1|1	0.62914	1|1	0.37086
chr20	3500000	3750000	DCIS	0.891239	41	55	949	1308	0.42047	5	1|1	0.457942	1|1	0.542058
chr20	3500000	3750000	INV	0.84719	28	54	643	869	0.425265	5	1|1	0.62914	1|1	0.37086
chr20	3750000	4000000	DCIS	1.0657	7	59	180	233	0.435835	5	1|1	0.457942	1|1	0.542058
chr20	3750000	4000000	INV	0.898872	5	49	107	142	0.429719	5	1|1	0.62914	1|1	0.37086
chr20	4000000	4250000	DCIS	0.945005	9	40	146	214	0.405556	5	1|1	0.457942	1|1	0.542058
chr20	4000000	4250000	INV	0.887536	4	50	79	124	0.389163	5	1|1	0.62914	1|1	0.37086
chr20	4500000	4750000	DCIS	0.883426	3	22	23	43	0.348485	1	1|1	0.457942	2|0	0.542058
chr20	4500000	4750000	INV	0.807763	1	27	13	14	0.481481	1	1|1	0.62914	2|0	0.37086
chr20	4750000	5000000	DCIS	0.955913	13	37	211	276	0.433265	5	1|1	0.457942	1|1	0.542058
chr20	4750000	5000000	INV	0.859984	7	37	104	156	0.4	5	1|1	0.62914	1|1	0.37086
chr20	5000000	5250000	DCIS	1.09818	8	70	238	328	0.420495	5	1|1	0.457942	1|1	0.542058
chr20	5000000	5250000	INV	0.871618	7	55	161	224	0.418182	5	1|1	0.62914	1|1	0.37086
chr20	5250000	5500000	DCIS	0.793399	1	37	16	21	0.432432	5	1|1	0.457942	1|1	0.542058
chr20	5250000	5500000	INV	0.86405	1	21	10	11	0.47619	5	1|1	0.62914	1|1	0.37086
chr20	5500000	5750000	DCIS	0.966252	11	80	392	489	0.444949	5	1|1	0.457942	1|1	0.542058
chr20	5500000	5750000	INV	0.967237	9	72	281	370	0.431644	5	1|1	0.62914	1|1	0.37086
chr20	5750000	6000000	DCIS	0.919334	8	68	224	320	0.411765	5	1|1	0.457942	1|1	0.542058
chr20	5750000	6000000	INV	0.858818	5	51	110	147	0.428016	5	1|1	0.62914	1|1	0.37086
chr20	6000000	6250000	DCIS	0.831414	13	81	460	596	0.435606	5	1|1	0.457942	1|1	0.542058
chr20	6000000	6250000	INV	0.865638	12	71	378	484	0.438515	5	1|1	0.62914	1|1	0.37086
chr20	6750000	7000000	DCIS	0.751944	2	112	103	122	0.457778	5	1|1	0.457942	1|1	0.542058
chr20	6750000	7000000	INV	0.744576	2	94	79	110	0.417989	5	1|1	0.62914	1|1	0.37086
chr20	7750000	8000000	DCIS	0.777681	7	68	217	263	0.452083	5	1|1	0.457942	1|1	0.542058
chr20	7750000	8000000	INV	0.810199	4	51	86	120	0.417476	5	1|1	0.62914	1|1	0.37086
chr20	8000000	8250000	DCIS	0.861664	1	60	21	39	0.35	1	1|1	0.457942	2|0	0.542058
chr20	8000000	8250000	INV	0.754977	1	55	20	35	0.363636	1	1|1	0.62914	2|0	0.37086
chr20	8500000	8750000	DCIS	0.80053	12	66	346	452	0.433584	5	1|1	0.457942	1|1	0.542058
chr20	8500000	8750000	INV	0.80911	8	49	162	234	0.409091	5	1|1	0.62914	1|1	0.37086
chr20	8750000	9000000	DCIS	0.765808	2	79	73	85	0.462025	5	1|1	0.457942	1|1	0.542058
chr20	8750000	9000000	INV	0.771336	1	139	48	91	0.345324	5	1|1	0.62914	1|1	0.37086
chr20	9250000	9500000	DCIS	0.806607	10	72	326	402	0.447802	5	1|1	0.457942	1|1	0.542058
chr20	9250000	9500000	INV	0.79202	6	96	267	311	0.461938	5	1|1	0.62914	1|1	0.37086
chr20	9500000	9750000	DCIS	0.737568	9	92	387	444	0.465704	5	1|1	0.457942	1|1	0.542058
chr20	9500000	9750000	INV	0.743931	7	105	307	428	0.417687	5	1|1	0.62914	1|1	0.37086
chr20	10000000	10250000	DCIS	0.769576	4	66	118	147	0.445283	5	1|1	0.457942	1|1	0.542058
chr20	10000000	10250000	INV	0.77998	3	52	52	104	0.333333	5	1|1	0.62914	1|1	0.37086
chr20	10250000	10500000	DCIS	0.796832	12	95	508	632	0.445614	5	1|1	0.457942	1|1	0.542058
chr20	10250000	10500000	INV	0.78248	11	61	298	373	0.444113	5	1|1	0.62914	1|1	0.37086
chr20	10500000	10750000	DCIS	0.889894	4	92	167	203	0.451351	5	1|1	0.457942	1|1	0.542058
chr20	10500000	10750000	INV	0.782819	4	71	134	153	0.466899	5	1|1	0.62914	1|1	0.37086
chr20	11500000	11750000	DCIS	0.737425	2	33	26	41	0.38806	5	1|1	0.457942	1|1	0.542058
chr20	11500000	11750000	INV	0.797101	2	32	20	44	0.3125	5	1|1	0.62914	1|1	0.37086
chr20	11750000	12000000	DCIS	0.709659	3	19	17	42	0.288136	5	1|1	0.457942	1|1	0.542058
chr20	11750000	12000000	INV	0.753756	1	23	11	12	0.478261	5	1|1	0.62914	1|1	0.37086
chr20	12750000	13000000	DCIS	0.833608	2	176	162	191	0.458924	5	1|1	0.457942	1|1	0.542058
chr20	12750000	13000000	INV	0.714443	2	134	131	138	0.486989	5	1|1	0.62914	1|1	0.37086
chr20	13000000	13250000	DCIS	0.835209	9	38	147	195	0.429825	5	1|1	0.457942	1|1	0.542058
chr20	13000000	13250000	INV	0.758723	3	38	42	74	0.362069	5	1|1	0.62914	1|1	0.37086
chr20	13250000	13500000	DCIS	0.808282	2	38	29	47	0.381579	5	1|1	0.457942	1|1	0.542058
chr20	13250000	13500000	INV	0.760106	1	36	18	18	0.5	5	1|1	0.62914	1|1	0.37086
chr20	13500000	13750000	DCIS	0.842224	12	57	298	393	0.431259	5	1|1	0.457942	1|1	0.542058
chr20	13500000	13750000	INV	0.861751	6	58	145	205	0.414286	5	1|1	0.62914	1|1	0.37086
chr20	13750000	14000000	DCIS	0.901811	8	75	268	339	0.441516	5	1|1	0.457942	1|1	0.542058
chr20	13750000	14000000	INV	0.875774	6	60	139	221	0.386111	5	1|1	0.62914	1|1	0.37086
chr20	15000000	15250000	DCIS	0.700771	1	99	40	59	0.40404	5	1|1	0.457942	1|1	0.542058
chr20	15000000	15250000	INV	0.744987	1	40	14	26	0.35	5	1|1	0.62914	1|1	0.37086
chr20	15250000	15500000	DCIS	0.732305	3	45	49	88	0.357664	5	1|1	0.457942	1|1	0.542058
chr20	15250000	15500000	INV	0.788113	2	80	57	103	0.35625	5	1|1	0.62914	1|1	0.37086
chr20	15750000	16000000	DCIS	0.749874	4	69	119	160	0.426523	5	1|1	0.457942	1|1	0.542058
chr20	15750000	16000000	INV	0.779717	3	54	73	89	0.450617	5	1|1	0.62914	1|1	0.37086
chr20	16000000	16250000	DCIS	0.737309	2	47	35	59	0.37234	5	1|1	0.457942	1|1	0.542058
chr20	16000000	16250000	INV	0.825688	1	22	10	12	0.454545	5	1|1	0.62914	1|1	0.37086
chr20	16250000	16500000	DCIS	0.831295	9	48	192	242	0.442396	5	1|1	0.457942	1|1	0.542058
chr20	16250000	16500000	INV	0.83943	5	44	95	129	0.424107	5	1|1	0.62914	1|1	0.37086
chr20	16500000	16750000	DCIS	0.888984	4	93	167	208	0.445333	5	1|1	0.457942	1|1	0.542058
chr20	16500000	16750000	INV	0.902925	3	61	85	98	0.464481	5	1|1	0.62914	1|1	0.37086
chr20	17250000	17500000	DCIS	0.798324	17	45	321	457	0.412596	5	1|1	0.457942	1|1	0.542058
chr20	17250000	17500000	INV	0.823192	10	59	272	322	0.457912	5	1|1	0.62914	1|1	0.37086
chr20	17500000	17750000	DCIS	0.922718	7	33	103	131	0.440171	5	1|1	0.457942	1|1	0.542058
chr20	17500000	17750000	INV	0.819247	4	39	73	84	0.464968	5	1|1	0.62914	1|1	0.37086
chr20	17750000	18000000	DCIS	1.04892	4	94	174	203	0.461538	5	1|1	0.457942	1|1	0.542058
chr20	17750000	18000000	INV	0.933923	2	67	54	81	0.4	5	1|1	0.62914	1|1	0.37086
chr20	18000000	18250000	DCIS	1.11733	6	54	117	208	0.36	6	1|1	0.457942	2|1	0.542058
chr20	18000000	18250000	INV	0.930415	5	28	55	85	0.392857	6	1|1	0.62914	2|1	0.37086
chr20	18250000	18500000	DCIS	0.968707	16	58	405	530	0.433155	5	1|1	0.457942	1|1	0.542058
chr20	18250000	18500000	INV	0.880353	10	68	301	382	0.440703	5	1|1	0.62914	1|1	0.37086
chr20	19500000	19750000	DCIS	0.858394	2	60	58	62	0.483333	5	1|1	0.457942	1|1	0.542058
chr20	19500000	19750000	INV	0.80477	2	78	73	83	0.467949	5	1|1	0.62914	1|1	0.37086
chr20	19750000	20000000	DCIS	1.00866	3	44	63	71	0.470149	5	1|1	0.457942	1|1	0.542058
chr20	19750000	20000000	INV	0.871076	2	30	28	33	0.459016	5	1|1	0.62914	1|1	0.37086
chr20	20000000	20250000	DCIS	0.872912	10	65	303	351	0.463303	5	1|1	0.457942	1|1	0.542058
chr20	20000000	20250000	INV	0.885055	7	43	114	190	0.375	5	1|1	0.62914	1|1	0.37086
chr20	20250000	20500000	DCIS	0.877051	6	58	155	195	0.442857	5	1|1	0.457942	1|1	0.542058
chr20	20250000	20500000	INV	0.862488	2	97	75	119	0.386598	5	1|1	0.62914	1|1	0.37086
chr20	21000000	21250000	DCIS	0.864129	11	61	284	397	0.417034	5	1|1	0.457942	1|1	0.542058
chr20	21000000	21250000	INV	0.926261	8	48	173	213	0.448187	5	1|1	0.62914	1|1	0.37086
chr20	21250000	21500000	DCIS	0.832475	8	70	260	303	0.461812	5	1|1	0.457942	1|1	0.542058
chr20	21250000	21500000	INV	0.862794	5	82	177	236	0.428571	5	1|1	0.62914	1|1	0.37086
chr20	22500000	22750000	DCIS	0.797485	3	21	25	39	0.390625	5	1|1	0.457942	1|1	0.542058
chr20	22500000	22750000	INV	0.860798	1	21	9	12	0.428571	5	1|1	0.62914	1|1	0.37086
chr20	23250000	23500000	DCIS	0.894194	12	63	330	434	0.431937	5	1|1	0.457942	1|1	0.542058
chr20	23250000	23500000	INV	0.877488	6	58	145	203	0.416667	5	1|1	0.62914	1|1	0.37086
chr20	23500000	23750000	DCIS	0.826771	24	44	418	641	0.394712	5	1|1	0.457942	1|1	0.542058
chr20	23500000	23750000	INV	0.766231	15	56	392	449	0.466112	5	1|1	0.62914	1|1	0.37086
chr20	23750000	24000000	DCIS	0.866185	15	56	379	468	0.447462	5	1|1	0.457942	1|1	0.542058
chr20	23750000	24000000	INV	0.752554	12	35	191	234	0.449412	5	1|1	0.62914	1|1	0.37086
chr20	24500000	24750000	DCIS	0.760495	2	21	12	31	0.27907	11	1|1	0.457942	2|0	0.542058
chr20	24500000	24750000	INV	0.797614	2	14	4	24	0.142857	11	1|1	0.62914	2|0	0.37086
chr20	24750000	25000000	DCIS	0.926031	13	64	352	482	0.422062	5	1|1	0.457942	1|1	0.542058
chr20	24750000	25000000	INV	0.822454	10	51	224	290	0.435798	5	1|1	0.62914	1|1	0.37086
chr20	25000000	25250000	DCIS	0.982433	13	64	385	448	0.462185	5	1|1	0.457942	1|1	0.542058
chr20	25000000	25250000	INV	0.824172	9	67	280	329	0.45977	5	1|1	0.62914	1|1	0.37086
chr20	25250000	25500000	DCIS	0.983504	45	43	843	1133	0.426619	5	1|1	0.457942	1|1	0.542058
chr20	25250000	25500000	INV	0.886116	28	43	505	699	0.419435	5	1|1	0.62914	1|1	0.37086
chr20	25500000	25750000	DCIS	0.958939	5	29	67	82	0.449664	5	1|1	0.457942	1|1	0.542058
chr20	25500000	25750000	INV	0.916603	4	11	16	31	0.340426	5	1|1	0.62914	1|1	0.37086
chr20	25750000	26000000	DCIS	0.816352	83	35	990	1918	0.34044	1	1|1	0.457942	2|0	0.542058
chr20	25750000	26000000	INV	0.89662	53	34	669	1161	0.365574	1	1|1	0.62914	2|0	0.37086
chr20	26000000	26250000	DCIS	0.747197	43	54	924	1426	0.393191	5	1|1	0.457942	1|1	0.542058
chr20	26000000	26250000	INV	0.913843	36	46	699	991	0.413609	5	1|1	0.62914	1|1	0.37086
chr20	26250000	26500000	DCIS	0.866911	20	18	135	229	0.370879	13	1|1	0.457942	3|0	0.542058
chr20	26250000	26500000	INV	1.20513	21	24	176	338	0.342412	13	1|1	0.62914	3|0	0.37086
chr20	29250000	29500000	DCIS	0.801057	9	38	136	209	0.394203	5	1|1	0.457942	1|1	0.542058
chr20	29250000	29500000	INV	0.988675	7	19	52	85	0.379562	5	1|1	0.62914	1|1	0.37086
chr20	29500000	29750000	DCIS	0.83466	108	64	2728	4252	0.390831	5	1|1	0.457942	1|1	0.542058
chr20	29500000	29750000	INV	1.00196	89	37	1255	2098	0.374292	5	1|1	0.62914	1|1	0.37086
chr20	30250000	30500000	DCIS	1.80644	3	134	103	300	0.255583	17	1|1	0.457942	4|1	0.542058
chr20	30250000	30500000	INV	1.34785	3	95	96	189	0.336842	17	1|1	0.62914	4|1	0.37086
chr20	30500000	30750000	DCIS	1.78189	3	48	37	107	0.256944	17	1|1	0.457942	4|1	0.542058
chr20	30500000	30750000	INV	1.23097	1	27	9	18	0.333333	17	1|1	0.62914	4|1	0.37086
chr20	31000000	31250000	DCIS	1.61062	2	83	45	122	0.269461	16	1|1	0.457942	3|1	0.542058
chr20	31000000	31250000	INV	1.20605	1	17	4	13	0.235294	16	1|1	0.62914	3|1	0.37086
chr20	31250000	31500000	DCIS	1.75019	15	84	406	862	0.320189	9	1|1	0.457942	3|2	0.542058
chr20	31250000	31500000	INV	1.35408	12	58	255	443	0.36533	9	1|1	0.62914	3|2	0.37086
chr20	31500000	31750000	DCIS	1.5353	67	89	1759	4232	0.293607	16	1|1	0.457942	3|1	0.542058
chr20	31500000	31750000	INV	1.13878	57	64	1314	2340	0.359606	16	1|1	0.62914	3|1	0.37086
chr20	31750000	32000000	DCIS	1.58385	16	76	365	859	0.298203	16	1|1	0.457942	3|1	0.542058
chr20	31750000	32000000	INV	1.24083	14	30	155	270	0.364706	16	1|1	0.62914	3|1	0.37086
chr20	32000000	32250000	DCIS	1.71837	4	101	119	288	0.292383	17	1|1	0.457942	4|1	0.542058
chr20	32000000	32250000	INV	1.28221	4	62	80	171	0.318725	17	1|1	0.62914	4|1	0.37086
chr20	32250000	32500000	DCIS	1.88478	9	85	236	534	0.306494	17	1|1	0.457942	4|1	0.542058
chr20	32250000	32500000	INV	1.26719	5	46	68	164	0.293103	17	1|1	0.62914	4|1	0.37086
chr20	32500000	32750000	DCIS	1.54497	1	43	13	30	0.302326	16	1|1	0.457942	3|1	0.542058
chr20	32500000	32750000	INV	1.19491	1	15	7	8	0.466667	16	1|1	0.62914	3|1	0.37086
chr20	33000000	33250000	DCIS	1.67444	4	116	144	321	0.309677	17	1|1	0.457942	4|1	0.542058
chr20	33000000	33250000	INV	1.36252	3	86	80	179	0.30888	17	1|1	0.62914	4|1	0.37086
chr20	33250000	33500000	DCIS	1.68797	11	81	292	608	0.324444	16	1|1	0.457942	3|1	0.542058
chr20	33250000	33500000	INV	1.25476	9	34	113	197	0.364516	16	1|1	0.62914	3|1	0.37086
chr20	33500000	33750000	DCIS	1.74129	45	81	1130	2551	0.306982	16	1|1	0.457942	3|1	0.542058
chr20	33500000	33750000	INV	1.26614	37	51	609	1281	0.322222	16	1|1	0.62914	3|1	0.37086
chr20	33750000	34000000	DCIS	1.73115	16	77	358	877	0.289879	17	1|1	0.457942	4|1	0.542058
chr20	33750000	34000000	INV	1.33531	10	58	218	363	0.375215	17	1|1	0.62914	4|1	0.37086
chr20	34000000	34250000	DCIS	1.77877	18	94	547	1158	0.320821	17	1|1	0.457942	4|1	0.542058
chr20	34000000	34250000	INV	1.27116	13	59	246	522	0.320312	17	1|1	0.62914	4|1	0.37086
chr20	34250000	34500000	DCIS	1.74834	24	96	683	1629	0.295415	17	1|1	0.457942	4|1	0.542058
chr20	34250000	34500000	INV	1.43428	16	72	400	766	0.343053	17	1|1	0.62914	4|1	0.37086
chr20	34500000	34750000	DCIS	1.71821	7	98	214	472	0.311953	17	1|1	0.457942	4|1	0.542058
chr20	34500000	34750000	INV	1.32118	5	75	122	255	0.323607	17	1|1	0.62914	4|1	0.37086
chr20	34750000	35000000	DCIS	1.62577	3	61	54	131	0.291892	16	1|1	0.457942	3|1	0.542058
chr20	34750000	35000000	INV	1.12572	2	34	24	44	0.352941	16	1|1	0.62914	3|1	0.37086
chr20	35000000	35250000	DCIS	1.84882	5	60	96	207	0.316832	17	1|1	0.457942	4|1	0.542058
chr20	35000000	35250000	INV	1.28702	5	25	38	91	0.294574	17	1|1	0.62914	4|1	0.37086
chr20	35250000	35500000	DCIS	1.71969	6	42	88	167	0.345098	9	1|1	0.457942	3|2	0.542058
chr20	35250000	35500000	INV	1.35878	3	27	37	45	0.45122	9	1|1	0.62914	3|2	0.37086
chr20	35500000	35750000	DCIS	1.8166	16	119	546	1371	0.28482	14	1|1	0.457942	4|1	0.542058
chr20	35500000	35750000	INV	1.48351	15	66	321	673	0.322938	14	1|1	0.62914	4|1	0.37086
chr20	35750000	36000000	DCIS	1.6659	21	89	573	1316	0.303335	16	1|1	0.457942	3|1	0.542058
chr20	35750000	36000000	INV	1.27403	19	55	389	657	0.371893	16	1|1	0.62914	3|1	0.37086
chr20	36000000	36250000	DCIS	1.63686	3	60	52	130	0.285714	16	1|1	0.457942	3|1	0.542058
chr20	36000000	36250000	INV	1.18141	2	72	45	100	0.310345	16	1|1	0.62914	3|1	0.37086
chr20	36750000	37000000	DCIS	1.62051	24	69	531	1139	0.317964	16	1|1	0.457942	3|1	0.542058
chr20	36750000	37000000	INV	1.20422	18	59	379	697	0.35223	16	1|1	0.62914	3|1	0.37086
chr20	37250000	37500000	DCIS	1.63295	12	78	271	671	0.287686	16	1|1	0.457942	3|1	0.542058
chr20	37250000	37500000	INV	1.17651	8	54	156	279	0.358621	16	1|1	0.62914	3|1	0.37086
chr20	37500000	37750000	DCIS	1.54128	22	83	633	1208	0.343835	16	1|1	0.457942	3|1	0.542058
chr20	37500000	37750000	INV	1.18283	15	48	262	458	0.363889	16	1|1	0.62914	3|1	0.37086
chr20	37750000	38000000	DCIS	1.21912	3	41	43	82	0.344	1	1|1	0.457942	2|0	0.542058
chr20	37750000	38000000	INV	0.97418	3	16	18	32	0.36	1	1|1	0.62914	2|0	0.37086
chr20	38500000	38750000	DCIS	1.09567	3	11	9	26	0.257143	13	1|1	0.457942	3|0	0.542058
chr20	38500000	38750000	INV	1.14401	4	14	9	49	0.155172	13	1|1	0.62914	3|0	0.37086
chr20	39750000	40000000	DCIS	1.71776	6	108	258	391	0.397535	9	1|1	0.457942	3|2	0.542058
chr20	39750000	40000000	INV	1.22105	6	62	150	224	0.40107	9	1|1	0.62914	3|2	0.37086
chr20	40000000	40250000	DCIS	1.68009	2	109	81	137	0.37156	9	1|1	0.457942	3|2	0.542058
chr20	40000000	40250000	INV	1.24544	2	53	47	59	0.443396	9	1|1	0.62914	3|2	0.37086
chr20	40500000	40750000	DCIS	1.0845	5	66	155	176	0.468278	6	1|1	0.457942	2|1	0.542058
chr20	40500000	40750000	INV	0.965362	5	59	119	180	0.397993	6	1|1	0.62914	2|1	0.37086
chr20	40750000	41000000	DCIS	1.08027	2	67	52	82	0.38806	6	1|1	0.457942	2|1	0.542058
chr20	40750000	41000000	INV	0.984787	1	53	23	30	0.433962	6	1|1	0.62914	2|1	0.37086
chr20	41250000	41500000	DCIS	1.07514	3	77	104	127	0.450216	6	1|1	0.457942	2|1	0.542058
chr20	41250000	41500000	INV	0.971191	3	60	73	107	0.405556	6	1|1	0.62914	2|1	0.37086
chr20	42000000	42250000	DCIS	1.44756	7	55	160	225	0.415584	2	1|1	0.457942	2|2	0.542058
chr20	42000000	42250000	INV	1.20454	5	33	74	92	0.445783	2	1|1	0.62914	2|2	0.37086
chr20	42250000	42500000	DCIS	1.46122	2	35	31	39	0.442857	13	1|1	0.457942	3|0	0.542058
chr20	42250000	42500000	INV	1.27147	1	9	2	7	0.222222	13	1|1	0.62914	3|0	0.37086
chr20	42500000	42750000	DCIS	1.30578	3	103	145	164	0.469256	2	1|1	0.457942	2|2	0.542058
chr20	42500000	42750000	INV	1.06063	3	72	101	117	0.463303	2	1|1	0.62914	2|2	0.37086
chr20	42750000	43000000	DCIS	1.4694	8	80	295	347	0.459502	2	1|1	0.457942	2|2	0.542058
chr20	42750000	43000000	INV	1.22246	8	57	184	276	0.4	2	1|1	0.62914	2|2	0.37086
chr20	43000000	43250000	DCIS	1.38429	13	57	326	422	0.435829	2	1|1	0.457942	2|2	0.542058
chr20	43000000	43250000	INV	1.23869	7	40	129	153	0.457447	2	1|1	0.62914	2|2	0.37086
chr20	43250000	43500000	DCIS	1.36823	7	46	136	188	0.419753	2	1|1	0.457942	2|2	0.542058
chr20	43250000	43500000	INV	1.17827	6	40	100	140	0.416667	2	1|1	0.62914	2|2	0.37086
chr20	43750000	44000000	DCIS	1.31073	13	58	337	423	0.443421	2	1|1	0.457942	2|2	0.542058
chr20	43750000	44000000	INV	1.17534	7	62	200	236	0.458716	2	1|1	0.62914	2|2	0.37086
chr20	44000000	44250000	DCIS	1.3349	10	78	333	452	0.424204	6	1|1	0.457942	2|1	0.542058
chr20	44000000	44250000	INV	1.10675	7	70	197	297	0.398785	6	1|1	0.62914	2|1	0.37086
chr20	44250000	44500000	DCIS	1.46435	40	80	1431	1782	0.445378	2	1|1	0.457942	2|2	0.542058
chr20	44250000	44500000	INV	1.19438	28	68	834	1076	0.436649	2	1|1	0.62914	2|2	0.37086
chr20	44500000	44750000	DCIS	1.46982	29	71	919	1164	0.441191	2	1|1	0.457942	2|2	0.542058
chr20	44500000	44750000	INV	1.14636	26	46	538	669	0.445733	2	1|1	0.62914	2|2	0.37086
chr20	45000000	45250000	DCIS	1.24875	9	87	335	456	0.423515	2	1|1	0.457942	2|2	0.542058
chr20	45000000	45250000	INV	1.08387	7	56	171	221	0.436224	2	1|1	0.62914	2|2	0.37086
chr20	45500000	45750000	DCIS	1.67747	1	101	41	60	0.405941	9	1|1	0.457942	3|2	0.542058
chr20	45500000	45750000	INV	1.44501	1	36	14	22	0.388889	9	1|1	0.62914	3|2	0.37086
chr20	45750000	46000000	DCIS	2.71466	5	152	169	593	0.221785	3	1|1	0.457942	5|0	0.542058
chr20	45750000	46000000	INV	2.03711	5	96	125	358	0.258799	3	1|1	0.62914	5|0	0.37086
chr20	46000000	46250000	DCIS	3.03222	1	34	7	27	0.205882	3	1|1	0.457942	5|0	0.542058
chr20	46000000	46250000	INV	2.40021	1	25	9	16	0.36	3	1|1	0.62914	5|0	0.37086
chr20	46250000	46500000	DCIS	2.31677	18	115	544	1540	0.261036	19	1|1	0.457942	5|0	0.542058
chr20	46250000	46500000	INV	1.7858	15	86	431	870	0.331284	19	1|1	0.62914	5|0	0.37086
chr20	46500000	46750000	DCIS	1.37255	6	65	171	219	0.438462	2	1|1	0.457942	2|2	0.542058
chr20	46500000	46750000	INV	1.29938	5	52	115	148	0.437262	2	1|1	0.62914	2|2	0.37086
chr20	47000000	47250000	DCIS	1.20415	17	48	307	516	0.373026	6	1|1	0.457942	2|1	0.542058
chr20	47000000	47250000	INV	1.17568	13	55	283	433	0.395251	6	1|1	0.62914	2|1	0.37086
chr20	47250000	47500000	DCIS	1.4748	10	97	449	523	0.461934	2	1|1	0.457942	2|2	0.542058
chr20	47250000	47500000	INV	1.20589	9	84	342	418	0.45	2	1|1	0.62914	2|2	0.37086
chr20	47750000	48000000	DCIS	1.88231	1	77	38	39	0.493506	14	1|1	0.457942	4|1	0.542058
chr20	47750000	48000000	INV	1.51735	1	36	11	25	0.305556	14	1|1	0.62914	4|1	0.37086
chr20	48000000	48250000	DCIS	1.7761	7	69	187	301	0.383197	9	1|1	0.457942	3|2	0.542058
chr20	48000000	48250000	INV	1.44685	6	46	130	150	0.464286	9	1|1	0.62914	3|2	0.37086
